Board Name,School Name,School Level,Grade Range,Enrolment,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of School-Aged Children Who Live in Low-Income Households,"Percentage of Students Whose Parents Have No Degree, Diploma or Certificate",Year
25,1758,Elementary,JK-8,460,35,100,15,20,15,0,82%,-8.0,75%,-8.0,75%,-8.0,86%,-2.0,91%,5.0,63%,-7.0,10,0,2020
25,2315,Elementary,JK-8,925,56,100,11,12,12,0,81%,0.0,77%,-8.0,68%,-2.0,89%,11.0,92%,12.0,62%,2.0,21,2,2020
25,2324,Elementary,JK-8,965,12,99,1,1,8,0,84%,13.0,88%,20.0,73%,26.0,86%,-5.0,92%,2.0,54%,5.0,11,1,2020
25,2412,Elementary,JK-8,535,6,100,2,2,7,0,83%,-2.0,91%,12.0,72%,-1.0,79%,2.0,76%,7.0,38%,-2.0,31,7,2020
25,2440,Elementary,JK-8,680,26,100,16,17,17,0,62%,15.0,59%,9.0,51%,18.0,54%,3.0,64%,17.0,18%,-7.0,59,12,2020
25,2477,Elementary,JK-8,310,10,100,10,10,10,0,42%,-6.0,35%,-4.0,35%,12.0,65%,-4.0,71%,-3.0,29%,-14.0,35,15,2020
26,94,Elementary,JK-8,320,10,100,5,5,10,0,74%,-14.0,78%,-14.0,70%,-18.0,90%,19.0,80%,9.0,60%,12.0,10,5,2020
26,256,Elementary,JK-8,405,0,100,5,5,10,5,83%,-4.0,83%,1.0,71%,2.0,92%,-3.0,92%,1.0,75%,-16.0,10,0,2020
26,891,Elementary,JK-8,925,14,100,6,6,9,0,89%,-4.0,88%,-7.0,73%,-4.0,91%,8.0,92%,6.0,64%,5.0,10,2,2020
26,961,Elementary,JK-8,460,5,100,0,0,10,0,87%,8.0,77%,-2.0,62%,13.0,92%,3.0,96%,13.0,77%,28.0,5,0,2020
26,966,Elementary,JK-8,215,15,100,0,0,10,0,95%,4.0,95%,-1.0,80%,-3.0,77%,-11.0,82%,7.0,32%,7.0,10,5,2020
26,979,Elementary,JK-8,415,15,100,5,5,15,0,71%,-5.0,63%,-1.0,53%,-7.0,84%,0.0,82%,4.0,40%,-22.0,10,0,2020
26,980,Elementary,JK-8,505,17,100,6,6,10,0,84%,-9.0,82%,-7.0,79%,-7.0,85%,-10.0,87%,-11.0,54%,-19.0,13,4,2020
26,1209,Elementary,JK-8,740,11,100,11,10,6,0,91%,1.0,88%,-4.0,71%,-17.0,82%,-3.0,82%,-3.0,67%,11.0,13,1,2020
26,1438,Elementary,JK-8,790,13,99,2,2,6,1,85%,-5.0,81%,-12.0,75%,-7.0,94%,13.0,89%,6.0,52%,-10.0,12,2,2020
26,1460,Elementary,JK-8,425,15,100,5,5,10,0,83%,6.0,67%,-13.0,52%,-22.0,84%,-1.0,84%,1.0,65%,-12.0,10,0,2020
26,1468,Elementary,JK-8,270,10,100,0,0,20,15,57%,-31.0,48%,-46.0,48%,-46.0,68%,-11.0,75%,6.0,36%,-10.0,5,5,2020
26,1580,Elementary,JK-8,940,9,100,5,5,6,0,76%,-12.0,59%,-28.0,53%,-22.0,92%,12.0,95%,11.0,53%,-3.0,11,1,2020
26,1677,Elementary,JK-8,545,12,100,3,3,10,0,80%,10.0,70%,0.0,57%,6.0,96%,15.0,94%,13.0,68%,16.0,10,1,2020
26,2170,Elementary,JK-8,760,23,100,10,11,8,9,89%,-2.0,80%,-15.0,65%,-17.0,96%,0.0,97%,2.0,85%,8.0,18,1,2020
26,2173,Elementary,JK-8,815,7,100,4,3,7,1,93%,5.0,91%,3.0,85%,7.0,94%,-2.0,90%,-10.0,70%,-20.0,8,2,2020
26,2177,Elementary,JK-8,970,18,100,3,3,9,0,69%,-7.0,59%,-15.0,59%,-10.0,91%,8.0,93%,16.0,63%,17.0,10,2,2020
26,2181,Elementary,JK-8,985,17,100,10,9,7,1,89%,7.0,87%,-5.0,80%,3.0,89%,-5.0,90%,-4.0,61%,-11.0,17,1,2020
26,2183,Elementary,JK-8,465,20,100,5,5,10,0,78%,-11.0,83%,-8.0,76%,-13.0,90%,0.0,98%,9.0,53%,5.0,10,0,2020
26,2187,Elementary,JK-8,900,4,100,0,0,8,1,80%,-8.0,72%,-20.0,60%,-22.0,77%,-2.0,82%,-2.0,40%,-16.0,4,1,2020
26,2190,Elementary,JK-8,725,6,100,1,2,9,1,71%,-16.0,74%,-14.0,49%,-26.0,88%,13.0,87%,6.0,51%,-12.0,4,1,2020
26,2193,Elementary,JK-8,405,10,100,0,5,10,0,88%,-2.0,83%,-9.0,69%,-10.0,100%,11.0,98%,12.0,88%,13.0,0,0,2020
26,2196,Elementary,JK-8,665,7,100,6,6,8,0,85%,0.0,75%,-10.0,66%,-14.0,95%,0.0,95%,10.0,67%,3.0,9,0,2020
26,2198,Elementary,JK-8,415,15,100,0,0,10,0,65%,-22.0,62%,-17.0,42%,-32.0,91%,8.0,88%,-1.0,66%,4.0,10,0,2020
26,2202,Elementary,JK-8,370,5,100,5,0,10,0,76%,-16.0,64%,-24.0,58%,-9.0,79%,-4.0,71%,-18.0,24%,-56.0,5,0,2020
26,2204,Elementary,JK-8,600,12,100,4,4,11,0,75%,-9.0,62%,-7.0,56%,-6.0,90%,1.0,86%,0.0,58%,-7.0,13,2,2020
26,2207,Elementary,JK-8,515,23,100,19,19,9,0,92%,19.0,82%,14.0,76%,17.0,71%,-15.0,74%,-8.0,61%,6.0,15,1,2020
26,2212,Elementary,JK-8,450,10,100,5,10,10,0,81%,-7.0,73%,-11.0,60%,-18.0,66%,-24.0,80%,-2.0,54%,-24.0,10,0,2020
26,2213,Elementary,JK-8,335,10,95,10,10,5,0,70%,-20.0,57%,-38.0,74%,-8.0,93%,9.0,89%,5.0,59%,-9.0,20,5,2020
26,2217,Elementary,JK-8,575,14,100,6,6,8,0,78%,-2.0,79%,-1.0,75%,7.0,90%,8.0,93%,12.0,57%,0.0,10,1,2020
26,2225,Elementary,JK-8,330,0,100,0,0,10,0,79%,8.0,76%,11.0,74%,13.0,86%,-1.0,84%,2.0,59%,17.0,5,0,2020
26,2236,Elementary,JK-8,205,20,100,5,5,15,0,100%,15.0,100%,15.0,89%,0.0,100%,4.0,100%,9.0,92%,18.0,10,5,2020
26,2239,Elementary,JK-8,430,10,100,5,5,10,0,75%,-14.0,73%,-10.0,77%,-8.0,93%,1.0,98%,6.0,75%,1.0,5,0,2020
26,2241,Elementary,JK-8,370,0,95,0,0,5,0,63%,-16.0,52%,-7.0,41%,-18.0,84%,4.0,81%,-2.0,44%,-15.0,10,5,2020
26,2245,Elementary,JK-8,770,16,100,7,7,5,0,89%,1.0,79%,-5.0,67%,-10.0,98%,6.0,96%,9.0,71%,-14.0,13,1,2020
26,2247,Elementary,JK-8,495,25,100,5,5,5,0,88%,-7.0,80%,-18.0,85%,-6.0,96%,0.0,98%,3.0,88%,6.0,10,0,2020
26,2248,Elementary,JK-8,270,15,100,10,10,15,0,83%,-8.0,72%,-14.0,83%,1.0,74%,-12.0,83%,2.0,22%,-26.0,15,10,2020
26,2251,Elementary,JK-8,535,12,100,9,9,6,0,86%,7.0,75%,1.0,76%,13.0,86%,9.0,88%,29.0,79%,24.0,16,2,2020
26,2253,Elementary,JK-8,300,10,100,0,5,5,0,68%,-20.0,40%,-48.0,48%,-24.0,86%,3.0,73%,-2.0,73%,12.0,5,0,2020
26,2256,Elementary,JK-8,360,10,95,5,5,10,0,79%,-9.0,66%,-17.0,48%,-23.0,90%,-10.0,93%,0.0,73%,7.0,15,5,2020
26,2257,Elementary,JK-8,705,16,100,4,5,7,0,81%,-6.0,76%,-7.0,77%,-9.0,87%,0.0,91%,12.0,69%,17.0,10,4,2020
26,2260,Elementary,JK-8,320,5,100,5,5,10,0,93%,-4.0,93%,0.0,89%,10.0,70%,-19.0,65%,-19.0,43%,-25.0,10,0,2020
26,2267,Elementary,JK-8,365,10,100,0,0,15,0,88%,2.0,88%,0.0,81%,10.0,94%,2.0,92%,-8.0,66%,-4.0,15,0,2020
26,2272,Elementary,JK-8,555,5,99,2,2,12,0,93%,10.0,83%,-4.0,74%,10.0,92%,8.0,98%,11.0,71%,-2.0,6,0,2020
26,2273,Elementary,JK-8,210,10,100,5,5,20,0,91%,14.0,82%,-1.0,68%,-2.0,88%,-9.0,92%,-1.0,72%,3.0,10,0,2020
27,8,Elementary,JK-8,345,40,95,10,10,25,0,70%,-16.0,80%,1.0,50%,-5.0,74%,-14.0,74%,-6.0,43%,-5.0,25,5,2020
27,38,Elementary,JK-8,575,28,98,4,4,16,1,85%,7.0,75%,-5.0,79%,20.0,88%,-5.0,93%,5.0,62%,-2.0,5,0,2020
27,58,Elementary,JK-8,1105,51,99,9,10,10,0,89%,3.0,88%,-1.0,70%,-8.0,91%,2.0,93%,8.0,62%,17.0,9,1,2020
27,72,Elementary,JK-8,985,67,99,10,10,7,0,84%,2.0,85%,-4.0,68%,0.0,91%,5.0,90%,2.0,61%,3.0,17,1,2020
27,196,Elementary,JK-8,940,77,100,21,21,9,0,81%,7.0,78%,10.0,74%,15.0,68%,-14.0,82%,-6.0,40%,-2.0,17,1,2020
27,217,Elementary,JK-8,310,30,100,10,15,15,0,88%,15.0,92%,16.0,68%,7.0,94%,1.0,94%,-3.0,63%,-9.0,10,0,2020
27,222,Elementary,JK-8,365,10,95,0,5,10,0,88%,5.0,68%,-18.0,72%,0.0,86%,-3.0,84%,-7.0,57%,-2.0,5,0,2020
27,227,Elementary,JK-6,310,10,100,0,0,10,0,77%,1.0,80%,-2.0,60%,-1.0,88%,-2.0,89%,-6.0,42%,5.0,5,5,2020
27,228,Elementary,JK-8,1195,59,100,10,10,12,0,66%,-9.0,56%,-27.0,52%,-14.0,85%,9.0,93%,11.0,38%,-10.0,11,2,2020
27,244,Elementary,JK-8,495,15,95,5,5,20,5,79%,4.0,71%,-2.0,71%,7.0,90%,2.0,94%,10.0,69%,18.0,10,0,2020
27,260,Elementary,JK-8,795,56,100,27,28,8,1,79%,6.0,77%,2.0,69%,7.0,89%,-2.0,93%,8.0,82%,17.0,12,1,2020
27,302,Elementary,JK-6,345,25,100,10,10,10,0,73%,-9.0,57%,-18.0,61%,6.0,91%,1.0,91%,-4.0,58%,10.0,20,10,2020
27,316,Elementary,JK-8,665,30,97,5,4,9,18,83%,-9.0,88%,1.0,65%,-18.0,92%,2.0,85%,-2.0,76%,5.0,7,1,2020
27,330,Elementary,JK-8,780,55,99,13,13,10,0,75%,-11.0,73%,1.0,57%,-15.0,81%,-9.0,84%,-7.0,59%,9.0,10,4,2020
27,345,Elementary,JK-6,380,20,100,5,0,10,0,77%,4.0,61%,-8.0,44%,-2.0,90%,-2.0,91%,-3.0,31%,-19.0,10,0,2020
27,456,Elementary,1-8,455,35,95,0,5,10,5,88%,-7.0,87%,-8.0,71%,-21.0,98%,-2.0,98%,-2.0,88%,14.0,5,0,2020
27,519,Elementary,JK-8,455,25,100,10,10,15,0,80%,-4.0,71%,-13.0,69%,-12.0,80%,-5.0,80%,-2.0,49%,-6.0,10,0,2020
27,719,Elementary,JK-8,830,49,98,18,18,12,1,78%,3.0,71%,-6.0,59%,-3.0,80%,-3.0,85%,2.0,47%,-13.0,11,1,2020
27,733,Elementary,JK-8,1135,61,100,11,11,9,0,85%,7.0,81%,7.0,64%,-4.0,86%,-2.0,86%,-8.0,49%,-3.0,12,1,2020
27,736,Elementary,JK-8,670,19,99,3,3,14,5,81%,-4.0,81%,-9.0,78%,-2.0,91%,1.0,96%,9.0,59%,-2.0,4,1,2020
27,750,Elementary,JK-8,595,54,100,21,23,13,0,69%,-4.0,56%,-2.0,54%,-13.0,86%,7.0,89%,16.0,56%,0.0,14,3,2020
27,780,Elementary,JK-8,675,18,100,6,6,15,0,77%,5.0,72%,0.0,62%,2.0,85%,9.0,84%,15.0,46%,0.0,9,0,2020
27,789,Elementary,1-8,620,54,97,4,4,5,4,98%,4.0,92%,1.0,89%,-1.0,100%,3.0,99%,3.0,78%,0.0,10,1,2020
27,806,Elementary,JK-8,570,13,100,3,2,20,0,77%,-1.0,58%,-20.0,54%,-7.0,89%,1.0,85%,5.0,43%,3.0,8,1,2020
27,832,Elementary,JK-6,395,30,100,10,10,10,0,74%,-6.0,74%,-8.0,67%,-3.0,86%,0.0,92%,4.0,42%,-16.0,5,0,2020
27,849,Elementary,JK-6,345,10,100,0,5,10,0,85%,11.0,65%,-11.0,53%,-15.0,86%,-4.0,94%,14.0,63%,10.0,10,0,2020
27,923,Elementary,JK-8,1065,45,99,5,5,14,1,75%,-1.0,64%,-11.0,66%,3.0,85%,2.0,88%,9.0,45%,-11.0,9,3,2020
27,931,Elementary,JK-8,660,48,98,12,12,9,1,91%,-1.0,91%,3.0,84%,3.0,91%,-1.0,93%,1.0,57%,-8.0,17,2,2020
27,1026,Elementary,JK-8,1055,56,99,12,13,9,1,84%,0.0,78%,2.0,61%,-10.0,91%,4.0,90%,-1.0,54%,-5.0,9,3,2020
27,1060,Elementary,JK-8,635,56,99,11,11,9,1,92%,-1.0,91%,2.0,78%,-4.0,96%,0.0,96%,0.0,79%,16.0,13,4,2020
27,1088,Elementary,JK-8,750,13,99,3,4,11,1,90%,2.0,94%,0.0,81%,-2.0,96%,8.0,97%,8.0,76%,-2.0,7,1,2020
27,1090,Elementary,JK-8,690,32,98,9,9,11,0,89%,3.0,80%,-11.0,80%,6.0,84%,5.0,82%,-1.0,46%,1.0,6,2,2020
27,1100,Elementary,JK-8,910,67,100,25,26,6,0,96%,8.0,93%,6.0,89%,5.0,96%,1.0,97%,4.0,75%,-5.0,10,0,2020
27,1127,Elementary,JK-8,250,15,95,0,0,10,0,75%,-18.0,80%,0.0,75%,-5.0,80%,-10.0,68%,-9.0,42%,-23.0,10,0,2020
27,1137,Elementary,JK-6,275,30,95,15,20,5,0,62%,6.0,38%,-14.0,31%,9.0,81%,4.0,71%,16.0,26%,8.0,20,15,2020
27,1156,Elementary,JK-6,255,10,95,10,5,10,0,78%,-7.0,75%,13.0,69%,-8.0,82%,18.0,79%,11.0,43%,-1.0,10,0,2020
27,1229,Elementary,JK-6,230,15,100,5,5,20,10,90%,0.0,90%,7.0,72%,-2.0,82%,-1.0,91%,8.0,18%,-10.0,10,0,2020
27,1236,Elementary,JK-8,560,37,100,18,19,11,0,84%,-1.0,84%,-1.0,77%,-4.0,91%,2.0,94%,-2.0,59%,-6.0,9,0,2020
27,1241,Elementary,JK-6,350,20,100,5,0,10,0,84%,12.0,67%,1.0,60%,-6.0,85%,-5.0,85%,-5.0,70%,-8.0,10,0,2020
27,1270,Elementary,JK-8,640,4,99,0,1,22,0,64%,-6.0,67%,15.0,73%,17.0,69%,8.0,75%,10.0,19%,-8.0,9,2,2020
27,1299,Elementary,JK-6,395,15,100,5,0,10,0,67%,-15.0,70%,14.0,47%,3.0,66%,-5.0,61%,-7.0,22%,-28.0,10,0,2020
27,1316,Elementary,JK-8,460,50,100,20,15,10,0,50%,-17.0,36%,-38.0,28%,-5.0,63%,-14.0,66%,-14.0,39%,3.0,20,10,2020
27,1342,Elementary,1-8,520,62,97,4,5,5,4,93%,-3.0,87%,-6.0,84%,-3.0,96%,-2.0,98%,4.0,83%,31.0,12,1,2020
27,1355,Elementary,JK-6,315,20,95,10,10,10,0,96%,17.0,89%,13.0,79%,-3.0,85%,-5.0,85%,-10.0,56%,-4.0,10,0,2020
27,1422,Elementary,JK-8,1140,70,99,21,21,8,1,88%,-1.0,87%,-1.0,81%,-1.0,91%,2.0,93%,3.0,61%,-4.0,15,0,2020
27,1425,Elementary,JK-8,505,39,99,6,6,8,1,90%,-2.0,85%,3.0,79%,1.0,88%,-1.0,88%,-1.0,45%,-5.0,7,0,2020
27,1478,Elementary,JK-8,1020,57,99,11,11,9,1,84%,-1.0,81%,-8.0,75%,-5.0,85%,2.0,87%,4.0,41%,-7.0,12,2,2020
27,1481,Elementary,JK-8,765,53,99,13,14,7,0,83%,-2.0,66%,-13.0,70%,-7.0,87%,6.0,92%,2.0,40%,-10.0,12,2,2020
27,1499,Elementary,JK-6,250,10,100,0,0,20,0,84%,11.0,84%,7.0,59%,-18.0,100%,6.0,100%,3.0,79%,8.0,10,5,2020
27,1501,Elementary,JK-6,260,10,100,0,5,10,0,71%,-8.0,45%,-25.0,48%,-13.0,70%,-7.0,67%,0.0,30%,-20.0,10,0,2020
27,1513,Elementary,JK-8,835,50,98,14,14,5,27,97%,2.0,91%,4.0,88%,-8.0,89%,1.0,94%,1.0,73%,13.0,12,1,2020
27,1515,Elementary,1-8,515,33,94,2,3,9,2,92%,0.0,89%,11.0,86%,12.0,97%,6.0,94%,5.0,59%,6.0,12,1,2020
27,1519,Elementary,JK-8,540,20,97,1,1,7,2,92%,-2.0,86%,0.0,72%,-5.0,98%,6.0,98%,10.0,70%,5.0,7,1,2020
27,1546,Elementary,JK-8,775,56,99,29,31,9,0,90%,14.0,86%,8.0,76%,-2.0,87%,-1.0,90%,2.0,61%,-7.0,20,1,2020
27,1621,Elementary,JK-8,725,51,100,17,17,11,1,83%,0.0,78%,4.0,73%,7.0,92%,-1.0,89%,-6.0,55%,-11.0,10,1,2020
27,1643,Elementary,JK-8,480,15,100,0,5,15,0,81%,4.0,68%,-5.0,74%,17.0,88%,12.0,88%,5.0,41%,3.0,15,0,2020
27,1683,Elementary,JK-8,405,25,95,0,0,20,25,63%,-17.0,42%,-36.0,63%,-15.0,67%,-16.0,70%,-14.0,43%,-14.0,10,0,2020
27,1711,Elementary,JK-8,515,9,100,1,2,18,0,73%,-6.0,73%,-2.0,69%,-3.0,71%,-6.0,70%,-7.0,48%,-11.0,4,0,2020
27,1723,Elementary,JK-8,335,20,100,0,0,10,0,75%,-8.0,65%,-6.0,55%,-16.0,81%,7.0,88%,20.0,40%,9.0,5,5,2020
27,2306,Elementary,1-8,500,50,100,5,0,10,0,96%,3.0,90%,5.0,78%,-1.0,100%,3.0,100%,3.0,85%,3.0,10,0,2020
27,2323,Elementary,JK-8,270,20,100,10,15,30,0,68%,14.0,68%,30.0,53%,32.0,67%,-17.0,62%,-19.0,29%,-10.0,20,5,2020
27,2350,Elementary,JK-8,1120,56,99,7,7,11,0,75%,-3.0,71%,3.0,60%,-1.0,89%,-1.0,92%,0.0,61%,-1.0,13,2,2020
27,2355,Elementary,JK-6,385,15,100,10,15,10,0,93%,6.0,87%,3.0,67%,-3.0,93%,6.0,94%,5.0,51%,11.0,15,0,2020
27,2446,Elementary,JK-8,805,45,99,17,18,12,1,84%,0.0,67%,-7.0,64%,-11.0,87%,1.0,83%,-5.0,61%,-10.0,10,1,2020
28,75,Elementary,JK-8,705,16,100,8,8,10,0,80%,1.0,73%,0.0,67%,0.0,83%,15.0,83%,10.0,52%,20.0,25,6,2020
28,173,Elementary,JK-8,240,25,100,15,10,10,0,86%,16.0,76%,13.0,72%,20.0,83%,-10.0,97%,15.0,34%,5.0,20,5,2020
28,256,Elementary,JK-8,190,20,100,20,20,10,0,88%,13.0,73%,3.0,73%,-2.0,100%,19.0,94%,13.0,39%,8.0,40,10,2020
28,376,Elementary,JK-8,420,10,100,0,0,10,0,83%,-6.0,87%,6.0,73%,-10.0,83%,-1.0,88%,-10.0,74%,1.0,10,5,2020
28,891,Elementary,JK-8,505,3,100,2,2,14,0,94%,9.0,98%,13.0,77%,16.0,88%,9.0,94%,8.0,57%,24.0,9,2,2020
28,974,Elementary,JK-8,405,10,100,0,0,20,0,50%,-12.0,46%,-19.0,48%,-11.0,74%,26.0,71%,43.0,32%,24.0,35,20,2020
28,975,Elementary,JK-8,395,10,100,5,5,10,0,97%,2.0,94%,1.0,85%,-4.0,100%,10.0,98%,5.0,87%,29.0,10,0,2020
28,1014,Elementary,JK-8,555,12,99,2,2,8,1,84%,0.0,75%,-17.0,67%,-9.0,85%,4.0,88%,0.0,58%,9.0,14,0,2020
28,1016,Elementary,JK-8,340,5,100,0,0,5,0,100%,24.0,100%,15.0,89%,21.0,81%,-4.0,95%,1.0,30%,-17.0,10,0,2020
28,1451,Elementary,JK-8,305,20,100,0,0,10,0,50%,17.0,47%,10.0,36%,3.0,72%,0.0,78%,6.0,39%,-3.0,35,15,2020
28,1456,Elementary,JK-8,270,0,100,0,0,10,0,100%,19.0,100%,12.0,90%,9.0,100%,11.0,96%,11.0,72%,28.0,5,0,2020
28,1460,Elementary,JK-8,305,15,100,0,0,10,0,97%,14.0,91%,15.0,75%,20.0,85%,3.0,85%,-1.0,40%,-28.0,15,5,2020
28,1474,Elementary,JK-8,665,15,99,3,3,8,0,89%,-9.0,95%,-5.0,84%,-6.0,89%,4.0,94%,-3.0,57%,-11.0,13,4,2020
28,1607,Elementary,JK-8,250,20,100,10,10,10,0,85%,-10.0,90%,-5.0,75%,-14.0,67%,-16.0,79%,-14.0,25%,-20.0,20,5,2020
28,1677,Elementary,JK-8,185,10,100,10,5,10,0,67%,-21.0,57%,-5.0,48%,-8.0,80%,1.0,85%,14.0,45%,31.0,30,10,2020
28,2166,Elementary,JK-8,335,30,100,15,15,10,0,81%,4.0,72%,-5.0,69%,0.0,75%,-6.0,80%,-4.0,38%,3.0,30,10,2020
28,2171,Elementary,JK-8,290,5,100,5,0,10,0,94%,-3.0,97%,3.0,87%,-2.0,91%,-4.0,94%,-1.0,71%,22.0,5,0,2020
28,2172,Elementary,JK-8,355,10,95,5,5,25,0,59%,5.0,49%,-16.0,39%,-7.0,68%,-12.0,71%,-5.0,23%,-37.0,40,15,2020
28,2176,Elementary,JK-8,140,10,100,5,5,20,0,73%,-10.0,73%,-19.0,64%,-3.0,56%,-26.0,44%,-32.0,19%,13.0,20,5,2020
28,2178,Elementary,JK-8,230,5,100,5,5,15,0,85%,-3.0,85%,-11.0,70%,-10.0,95%,10.0,95%,16.0,64%,19.0,15,5,2020
28,2183,Elementary,JK-8,285,0,100,0,5,15,0,94%,9.0,81%,-7.0,68%,-17.0,93%,13.0,83%,-2.0,62%,-8.0,5,0,2020
28,2194,Elementary,JK-8,270,5,100,0,0,10,0,71%,-5.0,76%,-14.0,62%,-4.0,97%,16.0,89%,5.0,40%,-31.0,10,0,2020
28,2195,Elementary,JK-8,465,10,100,0,0,10,0,77%,17.0,65%,0.0,50%,5.0,74%,-10.0,83%,8.0,36%,-1.0,30,15,2020
28,2199,Elementary,JK-8,575,12,99,3,4,11,0,84%,0.0,72%,-12.0,55%,-20.0,64%,-2.0,79%,6.0,36%,-16.0,23,10,2020
28,2201,Elementary,JK-8,425,10,100,0,0,10,0,88%,1.0,79%,-18.0,79%,-3.0,84%,1.0,90%,-7.0,61%,11.0,15,5,2020
28,2204,Elementary,JK-8,555,4,100,2,2,8,1,86%,-3.0,84%,-7.0,72%,-2.0,88%,-3.0,94%,3.0,52%,6.0,6,4,2020
28,2209,Elementary,JK-8,340,10,95,0,5,10,0,95%,17.0,95%,14.0,77%,14.0,78%,10.0,81%,4.0,33%,-8.0,15,5,2020
28,2211,Elementary,JK-8,405,5,100,0,0,10,0,85%,11.0,76%,-9.0,64%,-10.0,90%,4.0,90%,0.0,58%,-9.0,10,0,2020
28,2217,Elementary,JK-8,360,20,100,0,5,10,0,69%,-16.0,69%,-7.0,56%,-18.0,75%,-19.0,86%,7.0,39%,0.0,20,5,2020
28,2224,Elementary,JK-8,360,0,100,10,5,15,0,78%,4.0,88%,12.0,66%,0.0,77%,-7.0,83%,7.0,51%,7.0,15,5,2020
28,2226,Elementary,JK-8,450,15,100,10,10,10,0,83%,7.0,83%,15.0,60%,-1.0,91%,3.0,76%,-9.0,48%,-17.0,35,10,2020
28,2231,Elementary,JK-8,290,20,100,5,5,20,0,91%,3.0,83%,-9.0,74%,-11.0,90%,-5.0,87%,-8.0,60%,25.0,30,15,2020
28,2233,Elementary,JK-8,340,20,100,10,10,15,0,65%,-26.0,74%,-23.0,53%,-25.0,74%,-14.0,70%,-18.0,33%,-25.0,35,20,2020
28,2236,Elementary,JK-8,360,20,100,10,10,15,0,69%,-9.0,59%,-17.0,41%,-32.0,82%,-1.0,75%,-11.0,35%,-18.0,30,10,2020
28,2238,Elementary,JK-8,385,20,100,10,5,15,0,81%,-4.0,69%,-14.0,46%,-26.0,77%,1.0,87%,11.0,33%,-14.0,20,5,2020
28,2239,Elementary,JK-8,465,10,100,5,5,10,0,72%,4.0,70%,-2.0,66%,6.0,89%,0.0,94%,1.0,49%,-1.0,30,10,2020
28,2241,Elementary,JK-8,490,10,100,0,0,5,0,90%,2.0,84%,-10.0,76%,4.0,92%,6.0,97%,11.0,60%,13.0,15,5,2020
28,2244,Elementary,JK-8,295,5,100,0,0,10,0,93%,15.0,93%,2.0,81%,9.0,85%,7.0,82%,-2.0,56%,-6.0,20,0,2020
28,2247,Elementary,JK-8,1085,4,99,1,0,10,0,75%,-15.0,80%,-4.0,69%,0.0,81%,13.0,84%,16.0,48%,15.0,6,4,2020
28,2248,Elementary,JK-8,495,35,100,10,10,20,0,66%,5.0,60%,-1.0,60%,5.0,62%,-9.0,75%,-1.0,27%,-29.0,30,10,2020
28,2253,Elementary,JK-8,335,25,100,10,10,25,0,46%,-10.0,61%,-2.0,34%,-10.0,77%,2.0,80%,20.0,32%,17.0,50,25,2020
28,2256,Elementary,JK-8,420,10,100,0,0,15,0,89%,-6.0,96%,1.0,79%,-16.0,97%,0.0,100%,3.0,68%,21.0,20,10,2020
28,2266,Elementary,JK-8,225,10,100,10,10,10,0,88%,-5.0,92%,6.0,75%,-8.0,90%,0.0,87%,1.0,71%,-5.0,15,5,2020
28,2267,Elementary,JK-8,340,20,100,5,10,10,0,67%,3.0,67%,-5.0,48%,-1.0,92%,14.0,90%,12.0,58%,19.0,20,5,2020
28,2270,Elementary,JK-8,690,10,100,3,3,7,0,81%,5.0,70%,0.0,55%,-11.0,84%,0.0,88%,1.0,53%,6.0,9,3,2020
28,2271,Elementary,JK-8,425,5,100,5,0,10,0,84%,-2.0,94%,11.0,74%,11.0,79%,-9.0,88%,-3.0,54%,-13.0,10,0,2020
28,2274,Elementary,JK-8,300,10,100,5,5,5,0,79%,5.0,62%,-19.0,62%,3.0,92%,3.0,92%,3.0,76%,6.0,15,5,2020
28,2296,Elementary,JK-8,615,23,99,8,8,7,0,83%,-2.0,63%,-13.0,58%,-7.0,84%,7.0,75%,1.0,39%,-3.0,24,7,2020
29,18,Elementary,JK-8,475,10,100,5,10,15,0,56%,4.0,50%,-5.0,50%,26.0,61%,1.0,64%,11.0,31%,-2.0,40,15,2020
29,48,Elementary,JK-8,615,13,100,4,5,10,0,89%,13.0,86%,33.0,63%,1.0,78%,-14.0,86%,5.0,50%,-9.0,8,2,2020
29,64,Elementary,JK-8,640,40,100,16,16,10,0,72%,1.0,51%,-22.0,64%,5.0,84%,-8.0,88%,-2.0,59%,-15.0,14,2,2020
29,113,Elementary,JK-8,345,0,100,0,0,10,0,100%,5.0,80%,-5.0,70%,-8.0,83%,-7.0,81%,-5.0,32%,-6.0,10,0,2020
