Board Name,School Name,School Level,Grade Range,Enrolment,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of School-Aged Children Who Live in Low-Income Households,"Percentage of Students Whose Parents Have No Degree, Diploma or Certificate",Year
7,2239,Elementary,JK-6,225,70,85,15,15,10,0,86 %,18.0,69 %,-3.0,69 %,-7.0,90 %,11.0,79 %,16.0,76 %,-3.0,45,15,2018
7,2240,Elementary,JK-8,355,40,70,5,0,10,0,94 %,6.0,91 %,6.0,91 %,3.0,91 %,-9.0,69 %,-31.0,74 %,-26.0,15,10,2018
7,2241,Elementary,JK-6,490,55,50,5,5,5,0,88 %,9.0,66 %,-4.0,81 %,19.0,93 %,5.0,76 %,-16.0,90 %,23.0,15,5,2018
7,2242,Elementary,JK-6,320,40,60,0,0,5,0,84 %,6.0,80 %,14.0,70 %,-10.0,94 %,-6.0,74 %,-23.0,86 %,-7.0,10,0,2018
7,2243,Elementary,JK-8,155,30,80,5,0,10,0,42 %,-33.0,37 %,-32.0,68 %,12.0,86 %,-7.0,64 %,-3.0,50 %,3.0,20,10,2018
7,2244,Elementary,JK-6,210,70,60,0,0,0,0,72 %,-6.0,72 %,15.0,68 %,-2.0,67 %,-33.0,67 %,-33.0,67 %,-33.0,30,10,2018
7,2245,Elementary,JK-6,145,60,50,0,0,5,0,94 %,16.0,88 %,10.0,75 %,-8.0,100 %,0.0,95 %,10.0,80 %,-12.0,20,5,2018
7,2246,Elementary,JK-6,270,45,80,0,0,5,0,76 %,7.0,82 %,16.0,76 %,10.0,96 %,7.0,93 %,18.0,85 %,5.0,20,5,2018
7,2247,Elementary,JK-6,235,60,60,10,5,5,0,83 %,18.0,55 %,-2.0,72 %,-2.0,84 %,-10.0,52 %,-37.0,64 %,-19.0,30,15,2018
7,2249,Elementary,JK-6,140,50,60,0,0,5,0,71 %,-9.0,81 %,17.0,76 %,12.0,95 %,-5.0,74 %,-20.0,79 %,-21.0,15,0,2018
7,2250,Elementary,JK-6,235,45,75,10,10,10,0,90 %,4.0,81 %,-8.0,74 %,-12.0,94 %,-3.0,85 %,-6.0,88 %,-9.0,10,0,2018
7,2251,Elementary,JK-6,270,65,65,10,5,10,0,53 %,-34.0,42 %,-36.0,36 %,-29.0,83 %,11.0,61 %,-6.0,56 %,-11.0,35,15,2018
7,2252,Elementary,JK-6,395,45,55,10,10,0,0,85 %,-9.0,77 %,-10.0,77 %,-12.0,91 %,0.0,72 %,-2.0,89 %,9.0,20,5,2018
7,2253,Elementary,JK-6,225,40,65,0,5,5,0,97 %,9.0,94 %,12.0,82 %,3.0,100 %,11.0,96 %,7.0,92 %,8.0,15,0,2018
7,2254,Elementary,JK-8,280,50,60,5,5,0,0,94 %,16.0,85 %,-2.0,75 %,-3.0,97 %,9.0,84 %,14.0,87 %,14.0,10,0,2018
7,2332,Elementary,JK-8,175,20,85,0,0,5,0,83 %,3.0,52 %,-35.0,70 %,3.0,93 %,0.0,71 %,-15.0,86 %,-7.0,10,0,2018
7,2333,Elementary,JK-6,125,60,80,15,10,0,0,86 %,-8.0,79 %,-15.0,86 %,14.0,88 %,1.0,88 %,1.0,88 %,8.0,15,5,2018
8,2356,Elementary,JK-6,370,65,50,5,5,10,0,97 %,2.0,95 %,12.0,86 %,-2.0,98 %,-2.0,92 %,-5.0,98 %,6.0,15,5,2018
8,2357,Elementary,JK-6,310,60,65,0,5,5,0,96 %,17.0,75 %,8.0,83 %,23.0,97 %,8.0,81 %,5.0,76 %,-11.0,15,5,2018
8,2358,Elementary,JK-6,315,60,45,0,5,10,0,91 %,0.0,95 %,9.0,89 %,-2.0,90 %,2.0,87 %,6.0,77 %,-11.0,10,5,2018
8,2359,Elementary,JK-6,405,40,65,0,0,15,0,84 %,5.0,71 %,0.0,75 %,-2.0,94 %,-1.0,73 %,-16.0,92 %,11.0,10,0,2018
8,2360,Elementary,JK-6,365,55,45,5,0,10,0,95 %,5.0,93 %,7.0,92 %,2.0,96 %,1.0,94 %,9.0,90 %,-2.0,20,5,2018
8,2361,Elementary,JK-8,205,75,30,0,0,20,0,79 %,-13.0,83 %,-13.0,67 %,-12.0,66 %,-22.0,62 %,-20.0,69 %,-19.0,15,0,2018
8,2362,Elementary,JK-6,160,30,75,5,0,10,0,79 %,-15.0,64 %,-18.0,64 %,-12.0,74 %,-26.0,47 %,-53.0,89 %,-11.0,10,5,2018
8,2363,Elementary,JK-6,275,70,30,5,0,5,0,88 %,-7.0,86 %,-1.0,81 %,-4.0,91 %,-9.0,85 %,-15.0,79 %,-18.0,10,5,2018
8,2364,Elementary,JK-8,335,50,70,5,0,5,0,87 %,-1.0,80 %,-13.0,85 %,-1.0,100 %,2.0,98 %,13.0,100 %,12.0,10,0,2018
8,2365,Elementary,JK-8,185,70,30,0,0,10,0,95 %,-5.0,90 %,8.0,81 %,8.0,95 %,-5.0,79 %,-16.0,89 %,5.0,10,0,2018
8,2366,Elementary,JK-8,225,50,50,0,0,10,0,88 %,4.0,100 %,4.0,88 %,0.0,100 %,0.0,94 %,-6.0,94 %,-1.0,20,0,2018
8,2367,Elementary,JK-8,435,55,50,0,0,10,0,66 %,-2.0,45 %,-15.0,61 %,14.0,92 %,14.0,58 %,-11.0,61 %,-17.0,15,5,2018
8,2368,Elementary,JK-6,190,60,50,0,0,10,0,95 %,11.0,73 %,-11.0,73 %,-1.0,100 %,6.0,97 %,3.0,94 %,6.0,10,5,2018
8,2369,Elementary,JK-8,225,65,45,10,10,15,0,50 %,-21.0,35 %,-29.0,40 %,11.0,79 %,6.0,63 %,-17.0,63 %,16.0,40,15,2018
8,2370,Elementary,JK-6,290,60,45,0,5,10,0,100 %,8.0,86 %,-1.0,84 %,-3.0,91 %,-9.0,74 %,-20.0,83 %,-5.0,10,5,2018
8,2371,Elementary,JK-8,150,55,50,0,0,30,0,50 %,-23.0,71 %,-29.0,57 %,17.0,83 %,0.0,50 %,-42.0,56 %,-19.0,20,5,2018
8,2372,Elementary,JK-8,265,50,55,0,0,10,0,88 %,-6.0,84 %,-10.0,84 %,-10.0,95 %,0.0,90 %,-5.0,95 %,0.0,10,0,2018
8,2373,Elementary,JK-6,305,65,70,10,10,5,0,84 %,-10.0,78 %,-11.0,84 %,-5.0,98 %,-2.0,82 %,-1.0,95 %,12.0,20,5,2018
8,2374,Elementary,JK-6,230,40,70,5,0,10,0,96 %,2.0,96 %,5.0,96 %,-1.0,97 %,-3.0,94 %,6.0,89 %,-7.0,15,0,2018
8,2375,Elementary,JK-8,355,60,60,5,10,10,0,95 %,-3.0,80 %,-16.0,88 %,-3.0,97 %,1.0,91 %,1.0,85 %,-1.0,20,0,2018
8,2376,Elementary,JK-8,155,65,45,10,10,5,0,95 %,-5.0,73 %,-19.0,82 %,-3.0,100 %,0.0,92 %,-8.0,75 %,-15.0,30,15,2018
8,2377,Elementary,JK-8,140,30,70,0,0,20,0,78 %,-13.0,72 %,-28.0,61 %,-30.0,100 %,9.0,90 %,8.0,60 %,15.0,25,5,2018
8,2378,Elementary,JK-8,140,20,85,0,0,25,0,71 %,-17.0,59 %,-35.0,59 %,-29.0,77 %,-16.0,85 %,6.0,77 %,-2.0,20,0,2018
8,2379,Elementary,JK-6,445,60,60,0,0,10,0,89 %,-1.0,89 %,5.0,79 %,-3.0,93 %,-7.0,84 %,-16.0,76 %,-14.0,10,0,2018
8,2380,Elementary,JK-6,295,70,40,0,0,5,0,90 %,11.0,74 %,-11.0,85 %,0.0,93 %,5.0,82 %,1.0,86 %,-5.0,15,5,2018
8,2381,Elementary,JK-6,185,75,35,5,10,10,0,71 %,-13.0,67 %,-22.0,38 %,-36.0,100 %,7.0,100 %,7.0,100 %,21.0,30,10,2018
8,2382,Elementary,JK-8,220,45,60,0,0,10,0,70 %,5.0,65 %,-5.0,61 %,1.0,94 %,18.0,74 %,6.0,97 %,17.0,10,0,2018
8,2383,Elementary,JK-8,250,35,75,5,0,5,0,89 %,-5.0,74 %,-20.0,63 %,-37.0,91 %,7.0,82 %,-2.0,86 %,6.0,10,0,2018
8,2384,Elementary,JK-8,335,60,50,10,10,10,0,93 %,0.0,88 %,-5.0,89 %,6.0,93 %,-7.0,83 %,-9.0,69 %,-19.0,20,5,2018
8,2385,Elementary,JK-6,310,75,50,5,10,10,0,96 %,5.0,96 %,13.0,91 %,20.0,92 %,-5.0,84 %,-10.0,87 %,-7.0,25,0,2018
8,2386,Elementary,JK-8,175,60,40,5,5,10,0,76 %,3.0,72 %,12.0,76 %,3.0,100 %,9.0,79 %,-3.0,79 %,-21.0,15,10,2018
8,2387,Elementary,JK-8,290,60,60,0,5,10,0,93 %,-7.0,98 %,-2.0,95 %,-2.0,100 %,0.0,100 %,0.0,98 %,-2.0,15,5,2018
8,2388,Elementary,JK-8,440,60,40,5,0,10,0,100 %,3.0,94 %,1.0,92 %,-3.0,92 %,-5.0,85 %,-8.0,95 %,4.0,15,5,2018
8,2389,Elementary,JK-8,415,70,50,5,0,5,0,92 %,9.0,75 %,-7.0,83 %,-4.0,94 %,0.0,82 %,-9.0,96 %,5.0,10,0,2018
8,2390,Elementary,JK-6,130,45,50,0,0,10,0,92 %,34.0,92 %,42.0,92 %,34.0,100 %,15.0,100 %,46.0,100 %,31.0,15,10,2018
8,2391,Elementary,JK-8,165,40,65,0,5,10,0,96 %,8.0,88 %,-6.0,83 %,-11.0,97 %,-3.0,97 %,14.0,86 %,3.0,10,0,2018
8,2392,Elementary,JK-6,150,75,35,10,5,10,0,87 %,-4.0,73 %,-4.0,67 %,-6.0,100 %,12.0,91 %,-3.0,73 %,-21.0,30,10,2018
8,2393,Elementary,JK-8,285,70,35,0,0,20,0,65 %,-16.0,69 %,-12.0,58 %,-34.0,86 %,-8.0,71 %,-12.0,96 %,15.0,10,5,2018
9,2202,Elementary,JK-6,215,60,40,0,0,10,0,82 %,18.0,73 %,9.0,73 %,5.0,86 %,10.0,81 %,12.0,78 %,2.0,10,0,2018
9,2203,Elementary,JK-6,275,55,50,0,0,10,0,82 %,1.0,85 %,-12.0,82 %,10.0,93 %,-7.0,83 %,-13.0,87 %,-13.0,10,5,2018
9,2205,Elementary,JK-6,300,60,35,0,0,15,0,86 %,6.0,86 %,6.0,78 %,-2.0,95 %,-3.0,74 %,-11.0,81 %,-11.0,15,0,2018
9,2209,Elementary,JK-8,155,50,50,0,0,20,0,69 %,-17.0,54 %,-32.0,62 %,5.0,73 %,4.0,55 %,-14.0,86 %,36.0,15,0,2018
9,2211,Elementary,JK-8,270,60,35,0,0,15,0,84 %,5.0,71 %,-20.0,42 %,-43.0,100 %,0.0,68 %,-18.0,75 %,-15.0,5,5,2018
10,2204,Elementary,JK-6,430,20,80,0,0,10,0,58 %,-10.0,48 %,-20.0,60 %,-10.0,91 %,13.0,66 %,-5.0,85 %,7.0,10,5,2018
10,2206,Elementary,JK-8,235,70,30,0,0,20,0,69 %,17.0,53 %,-6.0,53 %,-3.0,82 %,-13.0,68 %,-22.0,59 %,-31.0,20,5,2018
10,2207,Elementary,JK-8,295,65,35,0,0,25,0,81 %,5.0,91 %,7.0,72 %,4.0,87 %,15.0,61 %,-3.0,71 %,-5.0,20,10,2018
10,2208,Elementary,JK-6,310,55,50,0,0,10,0,42 %,-11.0,58 %,-3.0,42 %,-8.0,79 %,14.0,54 %,1.0,71 %,24.0,20,10,2018
11,2190,Elementary,JK-6,125,80,20,0,0,20,0,70 %,8.0,40 %,-35.0,50 %,-19.0,83 %,-9.0,50 %,-34.0,56 %,-32.0,20,5,2018
11,2213,Elementary,JK-8,255,85,15,0,0,20,0,56 %,-9.0,50 %,-3.0,56 %,-7.0,84 %,8.0,60 %,-8.0,80 %,9.0,25,0,2018
11,2223,Elementary,JK-8,255,70,25,0,0,25,0,67 %,-4.0,57 %,-26.0,60 %,-7.0,73 %,-19.0,55 %,-20.0,73 %,-2.0,15,5,2018
11,2224,Elementary,JK-6,150,65,40,0,0,30,0,85 %,37.0,90 %,25.0,100 %,65.0,81 %,-4.0,50 %,-25.0,78 %,-7.0,25,10,2018
11,2225,Elementary,JK-8,105,45,60,0,0,20,0,73 %,29.0,93 %,43.0,60 %,4.0,73 %,21.0,47 %,4.0,60 %,25.0,20,10,2018
11,2228,Elementary,JK-8,225,75,20,0,0,30,0,86 %,15.0,93 %,14.0,71 %,-4.0,80 %,-4.0,80 %,12.0,70 %,-9.0,20,10,2018
11,2322,Elementary,JK-6,275,35,65,0,0,20,0,65 %,0.0,63 %,-14.0,53 %,-8.0,79 %,-9.0,59 %,-14.0,69 %,-12.0,15,0,2018
12,2262,Elementary,JK-6,230,70,30,0,0,10,0,93 %,11.0,86 %,0.0,100 %,32.0,100 %,11.0,94 %,9.0,100 %,7.0,20,0,2018
12,2264,Elementary,JK-6,615,89,12,0,0,12,0,83 %,6.0,60 %,-15.0,71 %,1.0,92 %,0.0,86 %,-5.0,78 %,2.0,6,1,2018
12,2276,Elementary,JK-6,410,70,30,0,0,15,0,90 %,-5.0,78 %,-7.0,80 %,-2.0,92 %,1.0,89 %,0.0,89 %,7.0,25,5,2018
12,2282,Elementary,JK-6,315,35,60,0,0,15,0,74 %,-12.0,64 %,-33.0,72 %,3.0,92 %,1.0,78 %,-4.0,84 %,-10.0,30,10,2018
12,2284,Elementary,JK-6,310,95,0,0,0,20,0,66 %,-13.0,57 %,-20.0,51 %,-23.0,63 %,-29.0,39 %,-53.0,37 %,-39.0,35,15,2018
12,2289,Elementary,JK-6,150,90,10,0,0,15,0,100 %,15.0,89 %,4.0,100 %,31.0,100 %,0.0,90 %,-10.0,100 %,0.0,10,10,2018
12,2294,Elementary,JK-6,150,90,10,0,0,20,0,80 %,-2.0,85 %,-3.0,75 %,4.0,88 %,-4.0,94 %,-2.0,100 %,0.0,15,5,2018
12,2295,Elementary,JK-6,215,90,5,0,0,15,0,95 %,18.0,81 %,4.0,71 %,-16.0,92 %,-2.0,92 %,1.0,88 %,-3.0,10,0,2018
12,2298,Elementary,JK-6,245,50,50,0,0,10,0,94 %,27.0,72 %,13.0,100 %,30.0,100 %,4.0,89 %,-4.0,93 %,4.0,5,0,2018
12,2299,Elementary,JK-6,180,95,10,0,0,10,0,87 %,-13.0,80 %,-1.0,90 %,2.0,100 %,7.0,100 %,7.0,100 %,0.0,10,0,2018
12,2301,Elementary,JK-6,180,90,5,0,0,10,0,96 %,13.0,84 %,-3.0,76 %,6.0,95 %,2.0,68 %,-25.0,84 %,-9.0,5,5,2018
12,2303,Elementary,JK-6,190,95,0,0,0,20,0,68 %,-7.0,82 %,3.0,77 %,6.0,97 %,11.0,90 %,17.0,81 %,13.0,10,0,2018
12,2307,Elementary,JK-6,325,85,15,0,0,15,0,83 %,25.0,76 %,-11.0,83 %,6.0,87 %,9.0,74 %,-7.0,79 %,-6.0,10,5,2018
12,2308,Elementary,JK-6,225,100,0,0,0,15,0,86 %,-14.0,71 %,-14.0,71 %,-25.0,100 %,10.0,100 %,10.0,88 %,12.0,10,5,2018
12,2312,Elementary,JK-6,195,90,10,0,0,10,0,76 %,1.0,76 %,-4.0,82 %,2.0,97 %,20.0,79 %,17.0,73 %,-4.0,5,0,2018
12,2315,Elementary,JK-6,250,50,55,0,0,10,0,94 %,-1.0,91 %,-9.0,85 %,-6.0,96 %,8.0,87 %,-1.0,74 %,-1.0,10,0,2018
12,2320,Elementary,JK-6,630,91,10,0,0,15,0,88 %,6.0,80 %,-9.0,62 %,-9.0,84 %,-1.0,70 %,-6.0,70 %,-3.0,9,5,2018
12,2330,Elementary,JK-6,475,90,5,0,0,20,0,89 %,5.0,81 %,-7.0,83 %,2.0,89 %,-9.0,78 %,-11.0,81 %,-12.0,10,0,2018
12,2331,Elementary,JK-6,175,80,25,0,0,20,0,77 %,12.0,69 %,-12.0,77 %,0.0,100 %,19.0,95 %,9.0,100 %,19.0,10,0,2018
13,2196,Elementary,JK-6,300,45,65,0,0,15,0,70 %,-10.0,68 %,-12.0,65 %,-15.0,87 %,0.0,72 %,5.0,74 %,-5.0,10,10,2018
14,2192,Elementary,JK-8,250,90,10,0,0,10,0,73 %,5.0,53 %,-11.0,80 %,12.0,87 %,1.0,57 %,-14.0,91 %,2.0,15,10,2018
14,2193,Elementary,JK-8,180,60,40,5,0,15,0,88 %,29.0,31 %,-16.0,81 %,16.0,83 %,-11.0,50 %,-31.0,71 %,-29.0,25,10,2018
14,2194,Elementary,JK-6,150,50,50,0,0,10,0,85 %,-7.0,60 %,-40.0,80 %,-12.0,74 %,-15.0,26 %,-32.0,47 %,-16.0,20,15,2018
14,2195,Elementary,JK-6,320,90,10,0,0,10,0,71 %,-2.0,68 %,-11.0,73 %,-9.0,92 %,-2.0,95 %,5.0,90 %,-7.0,15,5,2018
14,2197,Elementary,JK-8,180,90,10,0,0,15,0,100 %,5.0,69 %,-21.0,88 %,-2.0,100 %,17.0,93 %,26.0,86 %,25.0,20,5,2018
14,2198,Elementary,JK-8,235,65,30,0,0,5,0,88 %,18.0,60 %,-5.0,80 %,-11.0,92 %,7.0,50 %,-31.0,71 %,-6.0,15,20,2018
14,2199,Elementary,JK-8,385,90,5,0,0,10,0,88 %,3.0,73 %,-12.0,76 %,-24.0,80 %,-8.0,50 %,-32.0,78 %,-14.0,20,5,2018
14,2200,Elementary,JK-8,110,65,30,0,0,15,0,85 %,25.0,85 %,25.0,77 %,-10.0,100 %,17.0,70 %,3.0,90 %,7.0,20,10,2018
14,2201,Elementary,JK-6,155,90,10,0,0,15,0,58 %,8.0,53 %,26.0,58 %,22.0,87 %,14.0,13 %,-51.0,33 %,-22.0,20,10,2018
15,2230,Elementary,JK-6,205,30,70,0,0,10,0,88 %,-1.0,83 %,0.0,92 %,-8.0,87 %,-13.0,77 %,-14.0,90 %,-10.0,20,0,2018
15,2255,Elementary,JK-6,535,78,27,1,2,9,0,79 %,-3.0,56 %,-25.0,65 %,-9.0,93 %,1.0,75 %,-8.0,88 %,1.0,7,1,2018
15,2256,Elementary,JK-6,435,85,25,0,0,15,0,98 %,0.0,100 %,0.0,95 %,4.0,100 %,0.0,97 %,-1.0,99 %,10.0,0,0,2018
15,2257,Elementary,JK-6,665,52,53,0,0,7,0,97 %,11.0,97 %,4.0,97 %,19.0,99 %,2.0,90 %,0.0,96 %,3.0,6,1,2018
15,2258,Elementary,JK-6,550,72,30,1,1,8,0,88 %,4.0,97 %,8.0,74 %,-7.0,99 %,-1.0,82 %,-11.0,91 %,1.0,4,2,2018
15,2259,Elementary,JK-6,335,75,25,0,0,20,0,83 %,2.0,73 %,-4.0,54 %,-10.0,91 %,-9.0,88 %,-7.0,86 %,-11.0,10,0,2018
15,2260,Elementary,JK-6,150,70,50,5,5,25,0,82 %,11.0,88 %,17.0,88 %,35.0,91 %,6.0,78 %,5.0,70 %,1.0,25,10,2018
15,2261,Elementary,JK-6,425,80,20,0,0,15,0,98 %,11.0,79 %,-8.0,85 %,12.0,86 %,9.0,76 %,1.0,80 %,12.0,10,5,2018
15,2263,Elementary,JK-6,430,55,50,5,5,10,0,94 %,3.0,75 %,-7.0,81 %,-8.0,92 %,-8.0,69 %,-31.0,95 %,-3.0,10,0,2018
15,2266,Elementary,JK-6,370,50,60,5,10,10,0,95 %,2.0,100 %,4.0,95 %,8.0,100 %,6.0,91 %,-6.0,94 %,0.0,20,0,2018
15,2268,Elementary,JK-6,310,85,20,20,15,25,0,78 %,-7.0,70 %,-4.0,73 %,-6.0,86 %,12.0,70 %,0.0,70 %,6.0,55,20,2018
15,2269,Elementary,JK-8,175,30,75,0,0,15,0,84 %,3.0,95 %,7.0,89 %,1.0,100 %,10.0,65 %,-21.0,82 %,-4.0,10,5,2018
15,2271,Elementary,JK-6,325,50,55,5,5,10,0,83 %,-3.0,81 %,-5.0,72 %,-4.0,98 %,2.0,72 %,-24.0,91 %,2.0,5,0,2018
15,2272,Elementary,JK-6,525,44,57,1,1,10,0,80 %,-13.0,65 %,-20.0,64 %,-20.0,95 %,9.0,78 %,-12.0,75 %,-15.0,8,2,2018
15,2273,Elementary,JK-6,385,75,30,5,0,10,0,91 %,-7.0,86 %,-14.0,88 %,-8.0,100 %,2.0,98 %,4.0,98 %,6.0,10,0,2018
15,2274,Elementary,JK-6,410,75,35,10,10,15,0,90 %,-6.0,76 %,-17.0,76 %,-15.0,97 %,10.0,89 %,6.0,89 %,-1.0,20,5,2018
15,2275,Elementary,JK-6,385,60,55,10,10,10,0,93 %,-4.0,87 %,-10.0,72 %,-19.0,85 %,-6.0,74 %,-10.0,85 %,6.0,15,5,2018
15,2277,Elementary,JK-8,295,80,40,10,10,10,0,95 %,16.0,92 %,23.0,100 %,23.0,100 %,8.0,95 %,6.0,100 %,14.0,40,10,2018
15,2278,Elementary,JK-6,315,50,50,0,0,10,0,77 %,-9.0,64 %,-17.0,62 %,-21.0,91 %,-9.0,64 %,-25.0,82 %,-7.0,10,5,2018
15,2281,Elementary,JK-6,550,83,29,13,13,13,0,76 %,-7.0,69 %,-9.0,65 %,-10.0,96 %,3.0,80 %,-9.0,80 %,13.0,36,13,2018
15,2283,Elementary,JK-6,325,75,40,0,0,5,0,81 %,-19.0,81 %,-16.0,68 %,-29.0,96 %,3.0,85 %,-5.0,92 %,12.0,10,0,2018
15,2286,Elementary,JK-6,450,50,50,0,5,15,0,85 %,-7.0,91 %,-3.0,79 %,-18.0,94 %,2.0,86 %,-6.0,90 %,5.0,10,5,2018
15,2287,Elementary,JK-6,225,70,35,0,0,20,0,90 %,11.0,87 %,-2.0,90 %,4.0,92 %,-4.0,81 %,-8.0,77 %,-16.0,5,5,2018
15,2288,Elementary,JK-6,175,60,50,5,10,25,0,73 %,-12.0,70 %,-19.0,73 %,-8.0,92 %,3.0,92 %,3.0,92 %,3.0,15,5,2018
15,2292,Elementary,JK-6,355,65,40,10,15,15,0,100 %,18.0,100 %,16.0,97 %,20.0,100 %,4.0,85 %,10.0,100 %,4.0,25,10,2018
15,2293,Elementary,JK-8,220,80,15,0,0,15,0,97 %,-3.0,86 %,0.0,90 %,-5.0,100 %,5.0,85 %,12.0,90 %,-1.0,0,0,2018
15,2296,Elementary,JK-6,370,55,50,0,0,10,0,92 %,4.0,80 %,-6.0,88 %,14.0,93 %,-3.0,80 %,-14.0,96 %,0.0,0,0,2018
15,2300,Elementary,JK-6,345,85,20,0,0,10,0,91 %,-2.0,84 %,-9.0,84 %,-5.0,100 %,2.0,100 %,2.0,93 %,-7.0,10,0,2018
15,2305,Elementary,JK-6,440,55,55,5,5,20,0,96 %,2.0,88 %,-10.0,88 %,3.0,100 %,2.0,93 %,2.0,87 %,-11.0,5,0,2018
15,2309,Elementary,JK-8,225,90,25,25,20,30,0,76 %,-12.0,76 %,-7.0,48 %,-27.0,89 %,0.0,79 %,-5.0,74 %,-5.0,50,10,2018
15,2310,Elementary,JK-6,395,60,60,5,5,5,0,73 %,3.0,75 %,9.0,67 %,19.0,98 %,5.0,89 %,-4.0,93 %,-2.0,15,0,2018
15,2313,Elementary,JK-6,610,68,45,6,6,9,0,96 %,2.0,87 %,-6.0,82 %,-8.0,96 %,3.0,73 %,-13.0,87 %,-1.0,22,5,2018
15,2314,Elementary,JK-6,435,55,55,0,0,10,0,89 %,7.0,63 %,-12.0,72 %,4.0,95 %,-5.0,75 %,-13.0,86 %,-8.0,5,5,2018
15,2317,Elementary,JK-6,190,75,30,0,0,10,0,80 %,-13.0,76 %,-14.0,64 %,-33.0,95 %,-5.0,86 %,-1.0,91 %,-5.0,15,5,2018
15,2319,Elementary,JK-8,120,40,60,0,0,10,0,92 %,19.0,92 %,1.0,85 %,3.0,92 %,17.0,58 %,-17.0,83 %,8.0,10,0,2018
15,2326,Elementary,JK-6,565,61,52,9,9,15,0,94 %,3.0,94 %,4.0,90 %,11.0,98 %,3.0,92 %,0.0,95 %,5.0,24,6,2018
15,2327,Elementary,JK-6,345,85,20,0,0,10,0,98 %,-2.0,88 %,-12.0,98 %,1.0,100 %,2.0,98 %,-2.0,98 %,3.0,10,0,2018
15,2328,Elementary,JK-8,435,60,55,5,5,5,0,95 %,10.0,93 %,0.0,80 %,0.0,98 %,-2.0,93 %,-5.0,98 %,3.0,15,5,2018
15,2329,Elementary,JK-6,305,55,50,0,0,10,0,100 %,22.0,87 %,11.0,97 %,8.0,100 %,0.0,94 %,-6.0,97 %,-3.0,10,5,2018
16,2187,Elementary,JK-8,450,80,20,0,0,10,0,91 %,-6.0,82 %,-18.0,82 %,-18.0,88 %,-10.0,62 %,-27.0,81 %,-19.0,10,0,2018
16,2189,Elementary,JK-8,265,40,60,0,0,15,0,82 %,26.0,71 %,5.0,79 %,4.0,96 %,5.0,85 %,-6.0,88 %,10.0,20,0,2018
16,2212,Elementary,JK-8,300,70,25,0,0,10,0,100 %,18.0,90 %,5.0,80 %,-8.0,77 %,-23.0,68 %,-21.0,71 %,-25.0,25,10,2018
16,2214,Elementary,JK-8,280,80,15,0,0,20,0,70 %,-6.0,82 %,0.0,76 %,10.0,72 %,-19.0,68 %,-6.0,56 %,-18.0,10,0,2018
16,2215,Elementary,JK-8,135,70,30,0,0,10,0,76 %,-4.0,88 %,-2.0,100 %,0.0,88 %,-12.0,71 %,-9.0,89 %,-4.0,10,5,2018
16,2216,Elementary,JK-6,105,35,65,0,0,20,0,72 %,36.0,67 %,24.0,44 %,-42.0,80 %,-4.0,50 %,-13.0,65 %,2.0,10,10,2018
16,2217,Elementary,JK-8,250,50,50,0,0,10,0,88 %,18.0,80 %,28.0,88 %,31.0,100 %,24.0,90 %,11.0,86 %,10.0,10,0,2018
16,2218,Elementary,JK-8,410,95,10,5,0,15,0,94 %,13.0,80 %,13.0,63 %,-1.0,93 %,-1.0,61 %,-19.0,83 %,-3.0,15,0,2018
16,2219,Elementary,JK-6,160,65,30,0,5,10,0,67 %,9.0,67 %,6.0,33 %,-32.0,100 %,0.0,78 %,8.0,78 %,-7.0,30,5,2018
16,2220,Elementary,JK-8,180,40,65,0,0,10,0,60 %,-32.0,55 %,-37.0,50 %,-42.0,81 %,-7.0,62 %,-7.0,48 %,-27.0,20,5,2018
16,2220,Elementary,JK-8,175,20,80,0,0,5,0,42 %,-28.0,21 %,-14.0,16 %,-44.0,82 %,18.0,18 %,-18.0,55 %,5.0,15,0,2018
16,2221,Elementary,JK-8,150,35,65,0,0,15,0,94 %,16.0,88 %,5.0,81 %,24.0,100 %,15.0,75 %,-2.0,83 %,-9.0,5,0,2018
16,2222,Elementary,JK-8,245,65,40,0,0,10,0,100 %,17.0,95 %,4.0,100 %,39.0,82 %,-18.0,64 %,-17.0,86 %,-14.0,15,5,2018
16,2226,Elementary,JK-8,335,80,15,0,0,10,0,79 %,3.0,72 %,11.0,79 %,-10.0,93 %,-7.0,52 %,-38.0,97 %,-3.0,5,0,2018
16,2227,Elementary,JK-8,165,50,50,0,0,20,0,92 %,11.0,62 %,-19.0,85 %,10.0,100 %,0.0,79 %,-1.0,89 %,-1.0,10,5,2018
